Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,2ndFlrSF_cat,3SsnPorch_cat,BsmtFinSF1_cat,BsmtFinSF2_cat,BsmtUnfSF_cat,EnclosedPorch_cat,GarageArea_cat,LowQualFinSF_cat,MasVnrArea_cat,MiscVal_cat,OpenPorchSF_cat,PoolArea_cat,ScreenPorch_cat,TotalBsmtSF_cat,WoodDeckSF_cat,House_Age,House_Age_Squared,House_Decade_Built,Garage_Age,Garage_Age_Squared,Garage_Decade_Built,Remodel_Age,Remodel_Age_Squared,Remodel_Decade_Built
1018,120,RL,0.0,-1.1352604697612894,Pave,No,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,No,,Gd,TA,CBlock,Gd,TA,Av,GLQ,0.6353961469109951,Unf,,-0.9932262070203973,0.407045681561114,GasA,Gd,Y,SBrkr,0.4940705031654464,,,-0.1587241133000543,1,0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,RFn,2,0.36904191716361145,TA,TA,Y,-1.4348363249224303,,,,,,No,No,No,,8,2009,COD,Abnorml,12.141539457711714,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,-0.21031386149345135,-0.2080253188867707,1980,-0.08819030901217431,-0.08708597277351765,1980,0.2558055776057511,0.252446201304737,1980
1019,80,RL,0.0,0.3008180425877922,Pave,No,IR1,Lvl,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,-0.9192867108030442,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,-0.3101423037010151,-2.0061372447044152,GasA,Gd,Y,SBrkr,-0.6655549719224236,-0.3682790681500101,,0.015790069920731634,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,-0.4425590345882051,TA,TA,Y,-0.06030278331653111,,,,,,No,No,No,,5,2007,WD,Normal,11.982935344196433,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,-0.3929069641453627,-0.3905396597372274,1990,-0.27818885817825245,-0.2761346045528574,1990,0.06100002189893937,0.060642879746274615,1990
1020,120,RL,-1.746150368736362,-2.663069926212479,Pave,No,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.31562054641364423,Gd,TA,PConc,Gd,TA,Gd,GLQ,-4.211947266868103,Unf,,0.8571428488665722,0.6370730296445453,GasA,Ex,Y,SBrkr,0.7180331242478613,,,0.0661479916330646,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,-0.22724805368161347,TA,TA,Y,-0.2679943898894249,-1.073039643804098,,,,,No,No,No,,4,2006,WD,Normal,12.271349956195543,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
1021,20,RL,-0.541352683461139,-0.6957890874944274,Pave,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,Gd,TA,No,GLQ,0.6216716282800557,Unf,,-1.4862852453415156,0.2506500798211571,GasA,Ex,Y,SBrkr,0.091094735526203,,,-0.5633363145152294,1,0,1,1,2,1,Gd,5,Typ,0,No,Attchd,Fin,2,-0.16837798977677723,TA,TA,Y,0.5600746505320993,0.014929284216175606,,,,,No,No,No,,6,2008,WD,Normal,12.07824495582233,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
1022,20,RL,-0.3071179175574951,-0.5726891077160375,Pave,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,-0.8260235442529964,Gd,TA,PConc,Gd,TA,Av,GLQ,0.1464392831207385,Unf,,-0.03718050096113666,0.370772864318017,GasA,Ex,Y,SBrkr,0.2554959045394736,,,-0.3982675331676693,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,RFn,2,0.6363669221325997,TA,TA,Y,-0.7025412118180768,-0.14593035866957632,,,,,No,No,No,,7,2006,New,Partial,12.175618592671356,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.1880412433011438,-1.2240376689885206,2000,-1.1055714768953258,-1.1394731099301796,2000,-0.636057760810898,-0.6595210198793273,2000
1023,50,RM,-1.0598129977764372,-0.008848932115512973,Pave,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,CBlock,TA,TA,No,LwQ,-0.7327286546108231,Unf,,0.08614710868256559,-0.2007328827674483,GasA,Gd,Y,FuseA,-0.38339358701388687,-2.1284825819035667,,-0.34823344588239075,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,Unf,1,-2.634973359831981,Fa,Fa,Y,,,0.42065792845698047,,,,No,No,No,,3,2007,WD,Normal,11.373674891823535,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0.47168546511796905,0.46100142508153436,1930,0.3576959002607295,0.35005325104281426,1950,0.7160419334400853,0.6979011174078563,1950
1024,120,RL,-1.746150368736362,-2.536236830448696,Pave,No,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-2.4626568704953113,Gd,TA,PConc,Gd,Gd,No,GLQ,-4.211947266868103,Unf,,0.8460055133100918,0.6123841360441465,GasA,Ex,Y,SBrkr,0.7151143443405358,,,0.06321735893005094,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,-0.24355848251834028,TA,TA,Y,-0.1324351603532515,-1.073039643804098,,,,,No,No,No,,5,2008,WD,Normal,12.160033942617156,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.636057760810898,-0.6595210198793273,2000
1025,20,RL,0.0,1.1438431627431782,Pave,No,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,Hip,WdShake,Stone,HdBoard,No,,Gd,TA,CBlock,Gd,TA,Av,ALQ,0.7736483193674014,LwQ,0.10845896090251374,,0.9273545430259609,GasA,TA,Y,SBrkr,2.155959421547562,,,1.5099135255856326,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,Fin,2,0.7577979177432835,TA,TA,Y,,0.12669744633169186,0.2748835292494524,,,,No,No,No,,5,2008,COD,Abnorml,12.567240979056246,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,-0.0508034658336962,-0.05007099173939455,1970,0.07778936553246721,0.07652335946686974,1970,0.401307766285633,0.394225155850088,1970
1026,20,RL,0.018501499801521343,-0.48219613213921503,Pave,No,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,CBlock,TA,TA,No,LwQ,-1.7342425224215021,Rec,0.2478930536200349,-0.6169954849961753,-0.2705884798412279,GasA,TA,Y,SBrkr,-0.4568249475718691,,,-1.1134810300801128,1,0,1,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2,-0.11608993952913256,TA,TA,Y,-0.8313181247287095,,,,,,No,MnPrv,No,,3,2007,WD,Normal,11.630717389475995,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.01606932636711899,0.015816508716048453,1970,0.0,0.0,1980,0.4623077881845724,0.45336542190600415,1970
1027,20,RL,0.17112843437590686,-0.04333547720690602,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,HdBoard,BrkFace,0.4394028409655428,TA,TA,CBlock,TA,TA,No,Rec,0.16860764471808906,Unf,,0.05885013696059138,0.48766545707823095,GasA,TA,Y,SBrkr,0.33330370942171006,,,-0.32014376064021993,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,-0.11608993952913256,TA,TA,Y,,,,,-0.5184434504773211,,No,No,No,,4,2010,WD,Normal,12.02874460037869,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0.18259310265191164,0.1791899184424576,1960,0.32065182171814444,0.31399215884125486,1960,0.6142074422256759,0.6000085158296538,1960
1028,20,RL,0.07008217127657257,0.011014125738268002,Pave,No,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,0.4791957879693276,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.0816144916365371,Unf,,-1.3512002587821046,1.0226156963832709,GasA,Ex,Y,SBrkr,0.9132772952161603,,,0.26218502446188996,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,1.1988251776347583,TA,TA,Y,0.16719106544650728,-0.33916009306825085,,,,,No,No,No,,4,2008,New,Partial,12.588194064175278,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.30376155375224,-1.3534809385451985,2000,-1.3733593915938713,-1.4409974381423363,2000,-0.8708077553361632,-0.9208129855545956,2000
1029,50,RL,0.45864731653886104,0.004167059319242187,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,WdShing,Wd Shng,No,,TA,TA,CBlock,TA,TA,No,Rec,-0.5830100548684124,BLQ,-1.8999763538623562,-0.37271913366764814,-0.5596108748360752,GasA,TA,Y,SBrkr,-0.25255890383720697,-1.6335806646583528,,-0.1329325431508761,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,-1.671079505405996,TA,TA,Y,,,,,,,No,No,No,,4,2007,WD,Normal,11.561725152903833,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0.3802630303138612,0.3720856542486548,1940,0.5263386681765854,0.5137938553014227,1940,0.7160419334400853,0.6979011174078563,1950
1030,160,RM,-4.302447983842192,-4.020485187750209,Pave,No,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.30550005681848047,TA,TA,CBlock,TA,TA,No,BLQ,-0.7584032647610747,Unf,,-0.38313314903783907,-0.8384121231846989,GasA,Gd,Y,SBrkr,-1.0537143084009417,-0.8904985744345087,,-0.40188518332382467,0,1,1,1,3,1,TA,7,Typ,0,No,Detchd,Unf,1,-1.4442403447387229,TA,TA,Y,,-0.7622348363841127,,,,,No,No,No,,5,2006,WD,Normal,11.678448377988165,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.01606932636711899,0.015816508716048453,1970,0.14737432417716065,0.14476973262539272,1970,0.4623077881845724,0.45336542190600415,1970
1031,190,RH,0.0,-0.676673630977728,Pave,No,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,TA,TA,Mn,Unf,,Unf,,0.22959634234247908,-0.795364382929891,GasA,Gd,Y,SBrkr,-0.29839666425295874,0.602454970863802,,0.6109562035816033,0,0,2,0,5,2,TA,10,Typ,0,No,nan,nan,0,,nan,nan,N,,,0.6753156061741954,,,,No,No,No,,7,2006,WD,Normal,11.982935344196433,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.5717332635246682,0.5581300239371135,1910,0.0,0.0,1980,-0.03309270530972856,-0.03303501362611523,1990
1032,75,RL,1.3906029557500916,1.1979577760827527,Pave,No,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,Gable,CompShg,Wd Sdng,Plywood,No,,TA,TA,BrkTil,TA,TA,No,GLQ,-0.1694874438820001,Unf,,-0.5364579598723446,-0.41264233816837415,GasA,Ex,Y,SBrkr,0.9673198853377952,0.6489269077645378,0.04814523474651625,1.6457119508900384,1,0,2,1,5,1,TA,12,Typ,2,TA,Basment,Fin,2,0.7827813863083232,TA,TA,Y,-0.3302052854412113,0.0,,,,,No,No,No,,8,2009,WD,Normal,12.190964083849375,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0.5447204852233737,0.5319220363286613,1920,0.17959760568637134,0.17631290256875295,1970,0.4905555721310164,0.48069978967327254,1970
1033,60,RL,0.0,0.9956718207123187,Pave,No,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,MetalSd,MetalSd,No,,Gd,Gd,PConc,Gd,Gd,No,GLQ,0.6077854825557238,Unf,,-0.4623295073217326,0.5999294967890179,GasA,Ex,Y,SBrkr,0.48111340773274297,1.0505823222780908,,1.2016057884301796,1,0,2,1,5,1,Gd,10,Typ,1,TA,Attchd,RFn,3,1.186862857047692,TA,TA,Y,0.28971147062101,-0.12857998758263153,,,,,No,No,No,,11,2006,WD,Abnorml,12.644330802262578,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.4564303845180956,-0.4545589548952934,1990,-0.3442886041905359,-0.3424458878236142,1990,0.03130301385589918,0.031158935518469655,1990
1034,20,RL,0.0,-0.35730993776071757,Pave,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,0.3512159204973288,Gd,TA,PConc,Gd,TA,No,GLQ,0.577125814226075,Unf,,0.2048503397909417,1.0429273692519248,GasA,Ex,Y,SBrkr,0.923927060195127,,,0.2728780367881834,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,Unf,3,1.4799325573705515,TA,TA,Y,,0.7328759867647029,,,,,No,No,No,,2,2006,WD,Normal,12.345838935721968,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.863817927045787,-0.8741027196113788,2000,-0.7681986035520867,-0.7770099572635893,2000,-0.3403077443866934,-0.3454212913212063,2000
1035,30,RL,-1.2016750217446392,-0.9468086039013389,Pave,No,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,No,,TA,Gd,PConc,Fa,Fa,No,Unf,,Unf,,0.502802632368368,-0.1824922751898242,GasA,Ex,Y,SBrkr,-0.2845446796578768,,,-0.9405011538086836,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,Unf,1,-1.671079505405996,Fa,TA,Y,,,,,,,No,MnPrv,No,,6,2007,WD,Normal,11.693169865968983,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4065304127707993,0.39764995097139494,1930,0.5536713794604445,0.5402733927192245,1930,0.7160419334400853,0.6979011174078563,1950
1036,20,RL,0.0,0.45025226689425424,Pave,No,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,Gd,Slab,nan,nan,nan,nan,,nan,,,,GasA,Ex,N,SBrkr,-0.5509053776959614,,,-1.207943508920422,0,0,1,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,-1.2206017608472655,TA,TA,N,0.12135466595123673,,,,,,No,No,No,,1,2009,WD,Normal,11.338583982516495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.21819333889402778,0.21400459237883063,1950,0.3576959002607295,0.35005325104281426,1950,0.6466812648208992,0.6312579799163883,1950
1037,20,RL,0.8930261924727003,0.7169460738242945,Pave,No,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,-0.9958304035657469,Gd,TA,PConc,Ex,TA,Gd,GLQ,0.6193685971174653,Unf,,0.10183846715363516,0.9995266918783648,GasA,Ex,Y,SBrkr,0.8783047919420544,,,0.22707050227948233,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,Fin,3,1.5115467148506103,TA,TA,Y,0.41542071564198296,,,,,,No,No,No,,9,2009,WD,Normal,12.66191713053049,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,-1.30376155375224,-1.3534809385451985,2000,-1.3733593915938713,-1.4409974381423363,2000,-0.8708077553361632,-0.9208129855545956,2000
1038,60,RL,0.0,-0.0583812976447703,Pave,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.6282119573358104,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.6302908986315984,0.10349675694215524,GasA,Ex,Y,SBrkr,-0.06359106149333299,1.1365748273110954,,0.9643288071105643,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,1.4931559920411515,TA,TA,Y,,-0.3179961742515981,,,0.11001450053738562,,No,No,No,,9,2008,WD,Normal,12.567240979056246,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,-0.8033241281223237,-0.810611995344192,2000,-0.7052513516456788,-0.7112461685253362,2000,-0.3403077443866934,-0.3454212913212063,2000
1039,160,RM,-4.302447983842192,-4.233229992613111,Pave,No,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,Gable,CompShg,CemntBd,CmentBd,No,,TA,TA,CBlock,TA,TA,No,Unf,,Unf,,0.017196884135591374,-1.271831098325676,GasA,TA,Y,SBrkr,-0.6765304801103148,-0.8904985744345087,,-0.18482069060710557,0,0,1,1,3,1,TA,6,Typ,1,TA,nan,nan,0,,nan,nan,Y,,,,,,,No,No,No,,5,2009,WD,Normal,11.48247656671073,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.04703666256109039,0.04626941819420897,1970,0.0,0.0,1980,-0.8708077553361632,-0.9208129855545956,2000
1040,180,RM,-4.302447983842192,-4.3196875165024515,Pave,No,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,Gable,CompShg,CemntBd,CmentBd,No,,TA,TA,CBlock,Gd,TA,Av,GLQ,-0.20141999901717914,Unf,,-1.381268823754977,-0.9731432166806614,GasA,TA,Y,SBrkr,-1.195342007816695,,,-1.854997114610848,1,0,1,0,1,1,TA,3,Typ,0,No,Attchd,Unf,1,-1.2536745178494615,TA,TA,Y,,,,,,,No,No,No,,4,2009,WD,Normal,11.289794413577894,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.04703666256109039,0.04626941819420897,1970,0.17959760568637134,0.17631290256875295,1970,0.4905555721310164,0.48069978967327254,1970
1041,20,RL,0.8518195303482508,0.7575030733867031,Pave,No,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,-1.036564274343343,TA,TA,CBlock,TA,TA,No,Rec,-1.50380708212102,BLQ,0.5824929255586381,-0.5904586126643239,0.25433758762434167,GasA,Ex,Y,SBrkr,1.1133928463421796,,,0.4631132195065427,1,0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,RFn,2,0.0,TA,TA,Y,,,,,,,No,GdPrv,No,,1,2006,WD,Normal,11.951186847493476,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.21819333889402778,0.21400459237883063,1950,0.3576959002607295,0.35005325104281426,1950,-0.23474999452526502,-0.23677605408491934,2000
1042,60,RL,0.0,-0.08622077790604474,Pave,No,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.20311138884354962,TA,TA,CBlock,TA,TA,No,GLQ,-0.48494616924635026,Rec,-1.5112326857909,-0.4342537496525357,-0.47436833783609356,GasA,Gd,Y,SBrkr,-0.6710358748805428,0.18446837805391314,,0.2433466628562195,0,1,1,1,4,1,Gd,7,Typ,0,No,Attchd,Unf,2,0.0,TA,TA,Y,,-0.42879868071892435,,,,,No,No,No,,7,2008,WD,Normal,12.06105265381003,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0.10477685851692058,0.10295978341401499,1960,0.2396795764773855,0.23503286906528473,1960,-0.23474999452526502,-0.23677605408491934,2000
1043,120,RL,-2.590108451872992,-1.315156894555717,Pave,No,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,-0.3825650321709206,Gd,TA,PConc,Gd,TA,Av,ALQ,0.4696287176598227,Unf,,-0.2583487196151714,0.5493555085945382,GasA,Ex,Y,SBrkr,0.40509027718220464,,,-0.24806567671617938,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,0.6059758155113368,TA,TA,Y,-0.008462795720393601,0.0,,,,,No,No,No,,8,2009,WD,Normal,12.185875040240456,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
1044,60,RL,0.7679986974074781,0.5177875094801296,Pave,No,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,-0.6726834460586184,TA,TA,PConc,Gd,TA,No,GLQ,0.6898367408506146,Unf,,-0.29572895442356595,0.803601481064713,GasA,Ex,Y,SBrkr,0.7556286887207064,0.07475685223455453,,1.0277404676701987,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,Unf,2,0.14341114647759395,TA,TA,Y,0.16719106544650728,0.6212159510367187,,,,,No,No,No,,5,2008,WD,Normal,12.47717172708952,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.36338050141587064,-0.3608818562494872,1990,-0.2474648877810549,-0.2454150066033915,1990,0.11618125387142944,0.11524299545341611,1990
1045,20,RL,0.5044610472104119,0.030466781073921402,Pave,No,Reg,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,Hip,WdShngl,BrkFace,BrkFace,No,,Gd,TA,PConc,Gd,TA,No,ALQ,0.7102880796452792,Unf,,0.9069894853180753,1.9261719545428249,GasA,TA,Y,SBrkr,1.8523831083895255,,,1.2051044274524108,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,2,0.26991539211097687,TA,TA,Y,1.4743264287088071,0.6132906425682614,,,,,No,MnPrv,No,,7,2009,WD,Normal,12.535379989788607,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.1457119285612611,-0.1439071693679711,1980,-0.020968309099945175,-0.020672296005597748,1980,0.3147341671544522,0.3099983074757575,1980
1046,20,RL,0.0,0.85378095297366,Pave,No,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,Hip,CompShg,BrkFace,Wd Sdng,No,,TA,TA,Slab,nan,nan,nan,nan,,nan,,,,GasA,Ex,Y,FuseA,1.0264120968091957,,,0.3757792521614076,0,0,2,0,4,1,TA,8,Min2,1,Gd,Attchd,Unf,2,-0.1630973941542244,TA,TA,Y,,,,,,,No,No,No,,6,2009,WD,Normal,11.846543632608535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.24086376624289926,0.23615651685058975,1950,0.38128577437263356,0.37299824809428767,1950,0.6673607746667976,0.651141428185857,1950
1047,60,RL,0.725362871191378,1.2260706858051116,Pave,No,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,0.022846672257749896,Gd,TA,PConc,Ex,TA,Av,GLQ,-1.0853282868146963,Unf,,1.102688815843373,1.4314847535110984,GasA,Ex,Y,SBrkr,1.3323738930361202,0.31602839918584347,,1.4869580540165905,0,0,3,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,0.9341076502827207,TA,TA,Y,0.3238628193220281,0.5127207608726178,,,,,No,No,No,,7,2006,New,Partial,13.229569788348705,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.636057760810898,-0.6595210198793273,2000
1048,20,RL,-0.7273395481123569,-0.05712375344423301,Pave,No,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,Gd,TA,No,GLQ,0.14987704526541154,Unf,,-0.5272449226257138,-0.02933057052759976,GasA,Ex,Y,SBrkr,-0.2032175450388558,,,-0.8588437599919333,0,1,1,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2,0.7827813863083232,TA,TA,Y,,,,,,,No,No,No,,2,2008,WD,Normal,11.884495917930655,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.4907470925401493,-0.4892727719792955,1990,-0.4577864638646238,-0.4570869305474133,1990,-0.03309270530972856,-0.03303501362611523,1990
1049,20,RL,1.318287738936421,1.9316886393580277,Pave,No,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,HdBoard,HdBoard,BrkFace,-0.9316205003335142,TA,Fa,Slab,nan,nan,nan,nan,,nan,,,,GasA,TA,Y,SBrkr,1.0740568353330653,,,0.42361746993663185,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,Unf,2,-0.8699241617494139,TA,TA,Y,,,,,,,No,GdPrv,No,,11,2009,WD,Normal,11.652696102959753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.18259310265191164,0.1791899184424576,1960,0.32065182171814444,0.31399215884125486,1960,-0.636057760810898,-0.6595210198793273,2000
1050,20,RL,-0.541352683461139,0.36795637568519013,Pave,No,Reg,Low,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,CBlock,nan,nan,nan,nan,,nan,,,,GasA,Ex,Y,SBrkr,-0.34048426635757095,,,-0.9966679040880525,0,0,1,0,2,1,Gd,6,Typ,0,No,Detchd,Unf,1,-1.0771906143696715,TA,TA,Y,,,,,,,No,No,No,,4,2010,WD,Abnorml,11.349241150793087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3339136493451237,0.3269406893089285,1940,0.47810949078211396,0.46703263197062517,1940,-0.636057760810898,-0.6595210198793273,2000
